,scenario_name,scenario_variant,model,time_resolution,timestamp,variable,use_technology_fuel,value
277,abroad-nores-full,reference,stem,typical-day,2050-07-01 13:00:00,electricity_supply_typical_day,net_imports,0.0
278,abroad-nores-full,reference,stem,typical-day,2050-07-01 14:00:00,electricity_supply_typical_day,net_imports,0.0
279,abroad-nores-full,reference,stem,typical-day,2050-07-01 15:00:00,electricity_supply_typical_day,net_imports,0.0
280,abroad-nores-full,reference,stem,typical-day,2050-07-01 16:00:00,electricity_supply_typical_day,net_imports,0.0
281,abroad-nores-full,reference,stem,typical-day,2050-07-01 17:00:00,electricity_supply_typical_day,net_imports,0.0
282,abroad-nores-full,reference,stem,typical-day,2050-07-01 18:00:00,electricity_supply_typical_day,net_imports,0.0
283,abroad-nores-full,reference,stem,typical-day,2050-07-01 19:00:00,electricity_supply_typical_day,net_imports,0.0
284,abroad-nores-full,reference,stem,typical-day,2050-07-01 20:00:00,electricity_supply_typical_day,net_imports,0.0
285,abroad-nores-full,reference,stem,typical-day,2050-07-01 21:00:00,electricity_supply_typical_day,net_imports,0.0
286,abroad-nores-full,reference,stem,typical-day,2050-07-01 22:00:00,electricity_supply_typical_day,net_imports,0.0
287,abroad-nores-full,reference,stem,typical-day,2050-07-01 23:00:00,electricity_supply_typical_day,net_imports,0.0
288,abroad-nores-lim,reference,secmod,typical-day,2050-02-01 00:00:00,electricity_supply_typical_day,net_imports,9.670710247
