scenario,year,index,Annual,wd-00,wd-01,wd-02,wd-03,wd-04,wd-05,wd-06,wd-07,wd-08,wd-09,wd-10,wd-11,wd-12,wd-13,wd-14,wd-15,wd-16,wd-17,wd-18,wd-19,wd-20,wd-21,wd-22,wd-23,sd-00,sd-01,sd-02,sd-03,sd-04,sd-05,sd-06,sd-07,sd-08,sd-09,sd-10,sd-11,sd-12,sd-13,sd-14,sd-15,sd-16,sd-17,sd-18,sd-19,sd-20,sd-21,sd-22,sd-23
domestic-together,2050,Electricity-consumption|Base,37.3,4.306327061,4.078884191,4.162203247,3.977710141,3.527521965,3.503715305,3.656753863,3.991313946,4.353090142,4.705896328,4.931209352,4.982223622,4.909953407,5.062996216,4.905702218,4.871692705,4.84618557,5.09275454,5.619901993,5.462607995,5.114010485,4.752659409,4.650630869,4.163053485,3.894811953,3.610845272,3.506691138,3.496492535,3.515193516,3.738376695,4.489128194,5.088503351,5.539129399,5.653911506,5.862219774,6.057731962,5.675167452,5.700674586,5.556134156,5.279806862,4.909953407,4.935460542,4.948214109,4.803673678,4.574151977,4.446616303,4.429611546,3.864207642
domestic-together,2050,Electricity-consumption|Grid-losses,6.802929056,0.577560605,0.632679112,0.35235528,0.349429708,0.848574415,0.561767251,0.557010263,0.747932898,0.729167456,0.71159099,0.692674193,0.572585171,0.543390408,0.783441733,0.786530468,0.419030682,0.989005644,1.165425298,1.167865717,1.168605685,0.562696497,0.563759572,1.166344534,0.565135278,0.632158601,0.645280802,0.647106829,0.641993029,0.629229927,0.764925474,1.07275455,1.309691807,1.566369018,1.652627708,1.617748659,1.641696106,1.570814208,1.594758892,1.476454949,1.358155922,1.193087033,0.921169303,0.627586001,0.594576421,0.577652404,0.567473252,0.560264739,0.555110427
domestic-together,2050,Electricity-consumption|Heat pumps,19.41214112,2.671755643,3.411169287,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,4.668896476,4.441368075,4.177279978,3.884908518,4.737167607,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,5.089150577,0.905245922,0.905245922,0.905245922,0.905245922,1.666911753,3.425124067,2.968876511,3.071446442,4.041213191,5.089150577,4.679625947,4.984135578,4.054875166,5.04170763,5.089150577,3.756073693,1.554772977,0.905245922,0.905245922,0.905245922,0.905245922,4.591916669,5.089150577,5.089150577
domestic-together,2050,Electricity-consumption|Electric heaters,0.148935844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-consumption|Electrolysis,0.700206008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658256303,0.766427475,0.718772602,0.746438289,0.718772602,0.018852395,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-consumption|Battery-vehicles,16.83232094,0,0,0,0,1.130034179,5.299907652,5.080481948,0,0,0,0,0,0,0,0,0,2.674950226,5.124365694,5.241393998,5.314536066,5.387678133,5.440340372,5.475448614,5.510556807,0,0,0,0,0.556708212,5.299907652,5.080481948,5.1389961,5.168251931,5.124365694,5.065854032,5.019041714,5.065854032,5.06000187,5.001487718,4.978081559,4.978081559,4.786366784,0.969673374,0.583473606,5.33300502,2.037015085,1.468510257,3.242334997
domestic-together,2050,Electricity-consumption|Trains,2.730580268,0.118690613,0.112407883,0.11031364,0.133350352,0.175235219,0.275758865,0.432826759,0.390941536,0.369999815,0.401414179,0.44329762,0.476806511,0.44329762,0.447486677,0.4893719,0.506126346,0.506126346,0.401414179,0.317643732,0.265287648,0.212931564,0.175235219,0.150104264,0.124973343,0.118690613,0.112407883,0.11031364,0.133350352,0.175235219,0.275758865,0.432826759,0.390941536,0.369999815,0.401414179,0.44329762,0.476806511,0.44329762,0.447486677,0.4893719,0.506126346,0.506126346,0.401414179,0.317643732,0.265287648,0.212931564,0.175235219,0.150104264,0.124973343
domestic-together,2050,Electricity-consumption|New processes,10.64869836,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,0.397453558,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.875261119,1.830628242,1.83236824,1.842151249,1.840876845,1.842151249,1.874392693,1.875261119,1.875261119,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113,1.882872113
domestic-together,2050,Electricity-consumption|PHS-In,1.851239608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81773399,1.81773399,1.81773399,1.81773399,1.81773399,1.81773399,0.23259011,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-consumption|Battery-In,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Electricity-consumption|Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Hydrogen-production|Total,9.328198265,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.045751124,1.064261969,1.064261969,1.064261969,1.064261969,1.064261969,1.064261969,1.027865437,1.087264486,1.087264486,1.163694453,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486,1.087264486
domestic-together,2050,Hydrogen-production|Electrolysis,0.650779701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611791152,0.712326712,0.668035712,0.693748528,0.668035712,0.017521637,0,0,0,0,0,0,0,0,0,0
domestic-together,2050,Hydrogen-production|Steam-reforming,5.712826742,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.75831299,0.670746011,0.670746011,0.670746011,0.670746011,0.670746011,0.670746011,0.634349479,0.693748528,0.081957376,0.057851783,0.025712815,0,0.025712815,0.67622689,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528,0.693748528
domestic-together,2050,Hydrogen-production|Gasification,2.964591822,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.287438134,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958,0.393515958
