scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Electrolysis,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 00:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 01:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 02:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 03:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 04:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 05:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 06:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 07:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 15:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Exports,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 00:00,0.36358407
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 01:00,0.39354044
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 02:00,0.33583108
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 03:00,0.333073
