scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 21:00,0.299234198
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 22:00,0.288376307
abroad-alone,Empa,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 23:00,0.280096283
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 00:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 01:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 02:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 03:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 04:00,0.171349624
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 05:00,0.939285359
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 06:00,2.184744886
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 07:00,2.882507274
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 08:00,3.001575274
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 09:00,3.07441798
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 10:00,3.154086053
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 11:00,3.176470588
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 12:00,3.003388884
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 13:00,2.227690504
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 14:00,0.948780084
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 15:00,0.173081704
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 19:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 20:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 21:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 22:00,0.0
abroad-alone,Empa,Electricity-consumption|PHS-in,GW,typical-day-summer,2050 23:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 00:00,0.145007739
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 01:00,0.145007739
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 02:00,0.145007739
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 03:00,0.145007739
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 04:00,0.137106458
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 05:00,0.101695374
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 06:00,0.043312365
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 07:00,0.007901281
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 08:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 09:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 12:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 13:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 14:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 15:00,0.0
